"","text","retweet_count","favorite_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","photo","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"1","En la Academia Nacional de Medicina, el ministro @agaviriau participa en la ceremonia de posesión del doctor César… https://t.co/lhN2GgIdeB",1,3,FALSE,TRUE,"996901953723564032","MinSaludCol","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed May 16 23:55:21 +0000 2018","996898659513053185","371797057","es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996901953723564032","https://t.co/lhN2GgIdeB"
"2","El ministro @agaviriau exalta el apoyo de @SoCientificas en la defensa de la vacunación contra el VPH y los impuest… https://t.co/UKVo6tR7TT",2,12,FALSE,TRUE,"996898659513053185","MinSaludCol","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed May 16 23:42:16 +0000 2018","996897520734351362","371797057","es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996898659513053185","https://t.co/UKVo6tR7TT"
"3","La #LeyEstatutaria, #Mipres y la creación del @IETSColombia son un legado conjunto de @MinSaludCol y @SoCientificas… https://t.co/1gBgyXofrB",7,10,FALSE,TRUE,"996897520734351362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed May 16 23:37:45 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996897520734351362","https://t.co/1gBgyXofrB"
"4","Internet nos acerca y nos facilita la vida si lo usamos responsablemente. No cambies #MásTiempoEnFamilia por memes… https://t.co/Q0MdWWut7H",1,0,FALSE,TRUE,"996888259329437698",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 23:00:56 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996888259329437698","https://t.co/Q0MdWWut7H"
"5","Regalías aliviarán deudas de la salud. https://t.co/Nsm6HaUkLn https://t.co/br9kUcSDMJ",2,2,FALSE,FALSE,"996883020484358144",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 22:40:07 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.minsalud.gov.co/Paginas/Regalias-aliviaran-deudas-de-la-salud.aspx","https://t.co/Nsm6HaUkLn"
"6","#LogrosEnSalud Defensa de los derechos de la mujer y de la interrupción voluntaria del embarazo.… https://t.co/Hj5rWG0Pco",1,2,FALSE,TRUE,"996877987642519556",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 22:20:08 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996877987642519556","https://t.co/Hj5rWG0Pco"
"7","La vacunación es la mejor forma de prevenir enfermedades graves. #RefuerzaTusDefensas  https://t.co/AaTjVgQAST https://t.co/oZw5qqywIl",2,6,FALSE,FALSE,"996867918515273729",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 21:40:07 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/qe2D30jAo1L","https://t.co/AaTjVgQAST"
"8","Siete recomendaciones para pacientes con asma. #ControlaElAsma. https://t.co/ey9bMTqI1Q Tómate la vida con un segun… https://t.co/XVgqyhQt9X",3,6,FALSE,TRUE,"996857982058205185",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 21:00:38 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ow.ly/zsFi30jLweF","https://t.co/ey9bMTqI1Q"
"9","El sexting no es un juego, es una actividad que puede terminar en abusos y explotación sexual de niños, niñas y ado… https://t.co/IfMCPS5KNg",1,1,FALSE,TRUE,"996852833684262918",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 20:40:10 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996852833684262918","https://t.co/IfMCPS5KNg"
"10","El #sarampión es una enfermedad causada por un virus, es muy contagiosa y <U+200B><U+200B>se transmite de persona a persona al in… https://t.co/DAcLOFwdQj",4,4,FALSE,TRUE,"996847810761953280",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FALSE,"Wed May 16 20:20:13 +0000 2018",NA,NA,"es",884,TRUE,"","371797057","Cuenta Oficial del Ministerio de Salud y Protección Social de Colombia",TRUE,"Sun Sep 11 14:50:36 +0000 2011",56112,575363,1105,FALSE,"http://t.co/7K57ZcF9nZ","MinSaludCol","Bogota","es",-18000,744,"MinSaludCol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/996847810761953280","https://t.co/DAcLOFwdQj"
